true_haplotype	consensus	closest_true	snp_dist	gap_edge_corrected_dist
England_ALDP_2B92E26_2021_OV273960_1_2021_11_21	England_ALDP-2B92E26_2021_OV273960.1_2021-11-21.consensus.fa	.	0	0	0	29872	.	.
England_CAMC_94286B_2020_OA978749_1_2020_07_22	node_5849.consensus.fa	.	0	0	0	29902	.	.
England_MILK_9938D4_2020_OA974370_1_2020_08_26	England_MILK-9938D4_2020_OA974370.1_2020-08-26.consensus.fa	.	0	0	0	29902	.	.
Scotland_QEUH_3E42EA7_2022_OX100629_1_2022_04_22	Scotland_QEUH-3E42EA7_2022_OX100629.1_2022-04-22.consensus.fa	.	2	9	0	29858	7584,26883	11287,11288,11289,11290,11291,11292,11293,11294,11295
Scotland_SCOT_22262_2022_OX426885_1_2022_12_02	Scotland_SCOT-22262_2022_OX426885.1_2022-12-02.consensus.fa	.	1	0	0	29850	28749	.
USA_AL_UAB_GX758_2021_MZ959097_1_2021_08_08	USA_FL-CDC-QDX27650901_2021_MZ930056.1_2021-08-07.consensus.fa	.	2	6	12	29786	10095,28205	0,1,2,3,4,5,6,7,8,9,10,11,21986,21987,21988,21989,21990,21991,29787,29788,29789,29790,29791,29792
USA_CA_CDC_LC0999103_2023_OQ403738_1_2023_01_24	USA_CA-CDC-LC0999103_2023_OQ403738.1_2023-01-24.consensus.fa	.	2	9	0	29728	6293,29477	11248,11249,11250,11251,11252,11253,11254,11255,11256
USA_CA_CDPH_500081380_2022_OQ334629_1_2022_10_04	USA_CA-CDPH-500081380_2022_OQ334629.1_2022-10-04.consensus.fa	.	1	9	0	29616	18541	11262,11263,11264,11265,11266,11267,11268,11269,11270
USA_CA_CDPH_500084429_2022_OQ584896_1_2022_10_22	USA_CA-CDPH-500084429_2022_OQ584896.1_2022-10-22.consensus.fa	.	1	0	0	29682	20564	.
USA_NY_CDC_QDX85404907_2023_OR642893_1_2023_09_17	USA_NY-CDC-QDX85404907_2023_OR642893.1_2023-09-17.consensus.fa	.	0	9	0	29729	.	11237,11238,11239,11240,11241,11242,11243,11244,11245
.	USA_AL-UAB-GX758_2021_MZ959097.1_2021-08-08.consensus.fa	USA_AL_UAB_GX758_2021_MZ959097_1_2021_08_08	14	0	0	29786	2526,5144,8972,10095,10596,11048,14216,16853,17214,18524,21944,23305,25525,26844	.
