true_haplotype	consensus	closest_true	snp_dist	gap_edge_corrected_dist
Denmark_DCGC_627661_2022_OY813010_1_2022_12_18	Denmark_DCGC-627661_2022_OY813010.1_2022-12-18.consensus.fa	.	2	0	0	29872	9526,20865	.
England_MILK_16491B4_2021_OU333555_1_2021_05_21	England_MILK-16491B4_2021_OU333555.1_2021-05-21.consensus.fa	.	7	0	0	29889	4965,15896,15923,21159,21631,22027,24100	.
Germany_IMS_10116_CVDP_12D31C0F_3400_424B_B5AC_9992003E7B3E_2023_OY260718_1_2023_03_04	Germany_IMS-10116-CVDP-12D31C0F-3400-424B-B5AC-9992003E7B3E_2023_OY260718.1_2023-03-04.consensus.fa	.	6	6	0	29675	8194,9432,14395,14581,18862,20451	21715,21716,21717,21718,21719,21720
Switzerland_BE_ETHZ_500775_2021_OD999960_1_2021_02_17	Switzerland_BE-ETHZ-500775_2021_OD999960.1_2021-02-17.consensus.fa	.	1	0	0	29826	10778	.
Switzerland_BE_SRO_500002_2797_2021_OU707463_1_2021_08_09	Switzerland_BE-SRO-500002_2797_2021_OU707463.1_2021-08-09.consensus.fa	.	7	0	0	29847	2851,11030,15741,21059,21159,27447,28030	.
USA_CA_CDPH_500085612_2022_OQ586847_1_2022_10_13	USA_CA-CDPH-500085612_2022_OQ586847.1_2022-10-13.consensus.fa	.	15	0	0	29607	3142,3460,8779,8933,9881,10915,14156,14832,16562,18868,20874,20982,21559,24661,28219	.
USA_IN_CDC_QDX82580510_2023_OR364152_1_2023_07_09	USA_IN-CDC-QDX82580510_2023_OR364152.1_2023-07-09.consensus.fa	.	4	26	0	29743	9111,19700,21594,29622	29650,29651,29652,29653,29654,29655,29656,29657,29658,29659,29660,29661,29662,29663,29664,29665,29666,29667,29668,29669,29670,29671,29672,29673,29674,29675
USA_MA_CDCBI_CRSP_2BQTTGTW4QAOHFDB_2021_OL819241_1_2021_11_30	USA_MA-CDCBI-CRSP_2BQTTGTW4QAOHFDB_2021_OL819241.1_2021-11-30.consensus.fa	.	5	0	0	29843	9600,15484,17604,21982,25174	.
USA_NY_CDC_QDX84610990_2023_OR564721_1_2023_08_30	USA_NY-CDC-QDX84610990_2023_OR564721.1_2023-08-30.consensus.fa	.	5	0	0	29720	16537,16921,20815,24597,29152	.
USA_OSPHL07385_2022_OP620996_1_2022_09_23	USA_OSPHL07385_2022_OP620996.1_2022-09-23.consensus.fa	.	5	26	0	29710	1529,9710,10723,20304,20965	29658,29659,29660,29661,29662,29663,29664,29665,29666,29667,29668,29669,29670,29671,29672,29673,29674,29675,29676,29677,29678,29679,29680,29681,29682,29683
