true_haplotype	consensus	closest_true	snp_dist	gap_edge_corrected_dist
Denmark_DCGC_289871_2021_OW704905_1_2021_12_16	Denmark_DCGC-289871_2021_OW704905.1_2021-12-16.consensus.fa	.	0	0	0	29889	.	.
Denmark_DCGC_544978_2022_OX233202_1_2022_07_04	Denmark_DCGC-544978_2022_OX233202.1_2022-07-04.consensus.fa	.	3	0	0	29869	1357,8725,21745	.
England_CAMB_1AFFAB_2020_OX610259_1_2020_05_07	England_CAMB-1AFFAB_2020_OX610259.1_2020-05-07.consensus.fa	.	2	0	0	29902	5784,21994	.
England_LSPA_3E394DE_2022_OX037994_1_2022_05_30	England_LSPA-3E394DE_2022_OX037994.1_2022-05-30.consensus.fa	.	1	0	0	29861	8725	.
England_MILK_15FF163_2021_OU319356_1_2021_06_01	England_MILK-15FF163_2021_OU319356.1_2021-06-01.consensus.fa	.	1	0	0	29889	24739	.
England_PORT_2D473B_2020_OY604486_1_2020_10_08	England_PORT-2D473B_2020_OY604486.1_2020-10-08.consensus.fa	.	1	0	0	29902	17691	.
SouthAfrica_NHLS_UCT_GS_D767_2021_OM765794_1_2021_07_12	SouthAfrica_NHLS-UCT-GS-D767_2021_OM765794.1_2021-07-12.consensus.fa	.	5	1	0	29758	5860,17298,17395,17632,28177	28199
USA_CO_CDC_QDX39324100_2022_OP194780_1_2022_07_22	USA_CO-CDC-QDX39324100_2022_OP194780.1_2022-07-22.consensus.fa	.	0	0	0	29717	.	.
USA_FL_CDC_QDX26532241_2021_MZ649825_1_2021_07_05	USA_FL-CDC-QDX26532241_2021_MZ649825.1_2021-07-05.consensus.fa	.	1	0	0	29748	8671	.
USA_Mayo2565_2020_OR306886_1_2020_09_18	USA_Mayo2565_2020_OR306886.1_2020-09-18.consensus.fa	.	0	0	0	29823	.	.
