true_haplotype	consensus	closest_true	snp_dist	gap_edge_corrected_dist
KF640637_1	KF640637.1.consensus.fa	.	0	0	0	15276	.	.
KJ643495_1	KJ643462.1.consensus.fa	.	0	0	19	15202	.	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
KJ672426_1	KJ672426.1.consensus.fa	.	0	1	0	15100	.	14996
KX510172_1	node_2596.consensus.fa	.	0	1	0	14703	.	2058
KX510200_1	node_2676.consensus.fa	.	0	0	0	14700	.	.
MF001055_1	MF001055.1.consensus.fa	.	3	0	0	15171	19,15104,15149	.
MW160794_1	MW160794.1.consensus.fa	.	0	1	0	15217	.	11
MZ515954_1	MZ515617.1.consensus.fa	.	0	0	0	15279	.	.
MZ516009_1	MZ516009.1.consensus.fa	.	0	3	0	15286	.	2323,2324,4195
OK649604_1	OK649604.1.consensus.fa	.	1	0	0	15176	15157	.
.	MZ515623.1.consensus.fa	MZ516009_1	7	17	3	15291	1801,2192,8900,10978,11465,11588,11815	0,1,2,2326,2327,4198,7611,7612,9193,9194,9195,9196,9197,9198,9199,9200,9201,9202,9203,9204
