true_haplotype	consensus	closest_true	snp_dist	gap_edge_corrected_dist
KF973320_1	KF973325.1.consensus.fa	.	0	0	28	15195	.	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
MF001042_1	MF001042.1.consensus.fa	.	1	0	0	15175	15153	.
MH760714_1	MH760714.1.consensus.fa	.	0	0	0	14961	.	.
MN365387_1	MN365387.1.consensus.fa	.	0	0	0	15221	.	.
MN365506_1	MN365506.1.consensus.fa	.	0	1	0	15200	.	2270
MZ515630_1	MZ515630.1.consensus.fa	.	1	0	0	15269	80	.
MZ515649_1	MZ515649.1.consensus.fa	.	0	0	0	15280	.	.
MZ515660_1	MZ515660.1.consensus.fa	.	0	1	0	15273	.	2318
MZ516112_1	MZ516112.1.consensus.fa	.	1	0	0	15279	15239	.
OM857220_1	OM857221.1.consensus.fa	.	1	0	0	14959	14948	.
.	MN365577.1.consensus.fa	MH760714_1	102	18	66	15045	125,135,341,509,554,555,653,658,907,1606,1927,1987,2236,2251,2476,2493,3087,3105,3403,3484,3523,3562,3760,4011,4055,4059,4063,4076,4131,4155,4158,4220,4265,4341,4373,4554,4606,4730,4754,4975,5058,5083,5273,5282,5305,5345,5395,5401,5508,5586,5597,5814,5988,6003,6175,6378,6417,6732,6912,6921,7029,7458,7486,7594,7610,7804,8429,9913,10804,11146,11149,11755,12205,12307,12430,12769,12902,12969,13112,13147,13649,13714,13807,13847,13942,14002,14060,14113,14272,15002,15004,15024,15027,15028,15030,15031,15032,15033,15036,15037,15042,15044	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,2288,15007,15008,15009,15010,15011,15012,15013,15014,15015,15016,15017,15018,15019,15020,15021,15022,15023,15046,15047,15048,15049,15050,15051,15052,15053,15054,15055,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15066,15067,15068
