true_haplotype	consensus	closest_true	snp_dist	gap_edge_corrected_dist
England_ALDP_4FFC66_2020_OA981066_1_2020_06_24	England_ALDP-4FFC66_2020_OA981066.1_2020-06-24.consensus.fa	.	2	0	0	29902	29627,29741	.
England_PHEC_YY8TZO6_2022_OX793172_1_2022_12_08	England_PHEC-YY8TZO6_2022_OX793172.1_2022-12-08.consensus.fa	.	1	0	0	29884	8169	.
Germany_IMS_10150_CVDP_0ACE56B8_1766_40B7_8FA7_3F7CF4FC89AE_2021_OU566849_1_2021_08_03	Germany_IMS-10150-CVDP-0ACE56B8-1766-40B7-8FA7-3F7CF4FC89AE_2021_OU566849.1_2021-08-03.consensus.fa	.	1	0	0	29810	23846	.
Germany_IMS_10338_CVDP_B4ACE9FD_B0A2_475C_884C_B545194A11B5_2022_OY180575_1_2022_06_25	Germany_IMS-10338-CVDP-B4ACE9FD-B0A2-475C-884C-B545194A11B5_2022_OY180575.1_2022-06-25.consensus.fa	.	1	0	0	29648	963	.
USA_AK_PHL14450_2021_OL354704_1_2021_10_11	USA_AK-PHL14450_2021_OL354704.1_2021-10-11.consensus.fa	.	3	1	0	29822	12024,21996,28209	28227
USA_CO_CDPHE_40661321_2023_OR561466_1_2023_03_24	USA_CO-CDPHE-40661321_2023_OR561466.1_2023-03-24.consensus.fa	.	0	0	0	29746	.	.
USA_MA_Broad_CRSP_4F262GT3UUBHZEZ4_2022_ON200823_1_2022_04_01	USA_MA-Broad-CRSP_4F262GT3UUBHZEZ4_2022_ON200823.1_2022-04-01.consensus.fa	.	2	26	0	29823	11105,11118	29654,29655,29656,29657,29658,29659,29660,29661,29662,29663,29664,29665,29666,29667,29668,29669,29670,29671,29672,29673,29674,29675,29676,29677,29678,29679
USA_MI_MDHHS_SC24398_2021_OL892290_1_2021_02_24	USA_MI-MDHHS-SC24398_2021_OL892290.1_2021-02-24.consensus.fa	.	0	0	0	29796	.	.
USA_PR_CDC_LC0007248_2021_MW636830_1_2021_01_19	USA_PR-CDC-LC0007248_2021_MW636830.1_2021-01-19.consensus.fa	.	0	0	0	29712	.	.
USA_UT_UPHL_220804311233_2022_OP233393_2_2022_07_20	Germany_IMS-10338-CVDP-B4ACE9FD-B0A2-475C-884C-B545194A11B5_2022_OY180575.1_2022-06-25.consensus.fa	.	16	0	6	29654	1601,2419,2473,6119,10343,10481,12275,14967,15416,19139,21948,25444,27388,28280,29225,29607	0,1,2,3,4,5,29655,29656,29657,29658,29659,29660,29661,29662,29663,29664,29665,29666,29667,29668,29669,29670,29671,29672,29673,29674,29675,29676,29677,29678,29679,29680,29681,29682,29683,29684,29685,29686,29687,29688,29689,29690,29691,29692,29693,29694,29695,29696,29697,29698,29699,29700,29701,29702,29703,29704,29705,29706,29707,29708,29709,29710,29711,29712,29713,29714,29715,29716,29717,29718,29719,29720,29721,29722,29723,29724,29725,29726,29727,29728,29729,29730,29731,29732,29733,29734,29735,29736,29737,29738,29739,29740,29741,29742
.	USA_MA-MASPHL-04091_2021_MZ854550.1_2021-07-12.consensus.fa	USA_AK_PHL14450_2021_OL354704_1_2021_10_11	5	1	14	29806	11787,12038,20086,21969,28239	0,1,2,3,4,5,6,7,8,9,10,11,12,13,28241,29807,29808,29809,29810,29811,29812,29813,29814,29815,29816,29817,29818,29819,29820,29821,29822,29823,29824,29825,29826,29827,29828,29829,29830,29831,29832,29833,29834,29835,29836
.	USA_NJ-CDC-LC0898509_2022_OP659196.1_2022-09-22.consensus.fa	Germany_IMS_10338_CVDP_B4ACE9FD_B0A2_475C_884C_B545194A11B5_2022_OY180575_1_2022_06_25	14	0	41	29648	963,1595,8138,10337,10475,12269,14961,15410,19133,25438,27382,28274,29219,29601	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,29649,29650,29651,29652,29653,29654,29655,29656,29657,29658,29659,29660,29661,29662,29663,29664,29665,29666,29667,29668,29669,29670,29671,29672,29673,29674,29675,29676,29677,29678,29679,29680,29681,29682,29683,29684,29685,29686,29687,29688,29689,29690,29691,29692,29693,29694,29695,29696,29697,29698,29699,29700,29701,29702,29703,29704,29705,29706,29707,29708,29709,29710,29711,29712,29713,29714,29715,29716,29717,29718,29719,29720,29721,29722,29723,29724,29725,29726,29727,29728,29729,29730,29731,29732,29733,29734,29735,29736,29737,29738,29739,29740,29741,29742,29743,29744,29745,29746,29747,29748,29749,29750,29751,29752,29753
.	USA_UT-UPHL-220804311233_2022_OP233393.2_2022-07-20.consensus.fa	Germany_IMS_10338_CVDP_B4ACE9FD_B0A2_475C_884C_B545194A11B5_2022_OY180575_1_2022_06_25	18	0	6	29654	969,1601,2419,2473,6119,10343,10481,11261,12275,14967,15416,19139,21948,25444,27388,28280,29225,29607	0,1,2,3,4,5,29655,29656,29657,29658,29659,29660,29661,29662,29663,29664,29665,29666,29667,29668,29669,29670,29671,29672,29673,29674,29675,29676,29677,29678,29679,29680,29681,29682,29683,29684,29685,29686,29687,29688,29689,29690,29691,29692,29693,29694,29695,29696,29697,29698,29699,29700,29701,29702,29703,29704,29705,29706,29707,29708,29709,29710,29711,29712,29713,29714,29715,29716,29717,29718,29719,29720,29721,29722,29723,29724,29725,29726,29727,29728,29729,29730,29731,29732,29733,29734,29735,29736,29737,29738,29739,29740,29741,29742,29743,29744,29745,29746,29747,29748,29749,29750,29751,29752,29753,29754,29755,29756,29757,29758,29759,29760,29761,29762,29763,29764,29765,29766,29767,29768
