true_haplotype	consensus	closest_true	snp_dist	gap_edge_corrected_dist
Denmark_DCGC_363533_2022_OX097833_1_2022_02_04	Denmark_DCGC-363533_2022_OX097833.1_2022-02-04.consensus.fa	.	2	0	0	29869	29476,29720	.
England_QEUH_C5BA0C_2020_OD916958_1_2020_12_14	England_QEUH-C5BA0C_2020_OD916958.1_2020-12-14.consensus.fa	.	3	0	0	29902	2262,4157,10894	.
Germany_IMS_10036_CVDP_00182_2021_OU071802_1_2021_02_03	Germany_IMS-10036-CVDP-00182_2021_OU071802.1_2021-02-03.consensus.fa	.	1	0	0	29902	20	.
Japan_SZ_NIG_Y211223_2021_BS001608_1_2021_08_02	Japan_SZ-NIG-Y211223_2021_BS001608.1_2021-08-02.consensus.fa	.	6	0	0	29835	12,3325,8874,12552,26112,26367	.
Switzerland_JU_UHB_43180012_2021_OV312934_1_2021_11_16	Switzerland_JU-UHB-43180012_2021_OV312934.1_2021-11-16.consensus.fa	.	4	0	0	29889	3953,11144,14706,17098	.
USA_2405881_2022_OR093656_1_2022_11_21	USA_2405881_2022_OR093656.1_2022-11-21.consensus.fa	.	4	0	0	29644	3899,21055,21394,21511	.
USA_CO_CDPHE_2103698072_2022_OP760541_1_2022_10_07	USA_CO-CDPHE-2103698072_2022_OP760541.1_2022-10-07.consensus.fa	.	0	0	0	29767	.	.
USA_NJ_CDC_LC0310601_2021_OK522642_1_2021_09_30	USA_NJ-CDC-LC0310601_2021_OK522642.1_2021-09-30.consensus.fa	.	5	0	0	29766	14388,21418,27073,28618,29689	.
USA_NY_CDC_QDX45593563_2023_OQ357086_1_2023_01_14	USA_NY-CDC-QDX45593563_2023_OQ357086.1_2023-01-14.consensus.fa	.	3	0	0	29720	718,13616,20209	.
USA_SD_INBRE_02558_2023_OR804255_1_2023	USA_SD-INBRE-02558_2023_OR804255.1_2023.consensus.fa	.	3	0	0	29756	12712,12913,14664	.
.	USA_NJ-CDC-LC0846282_2022_OP335716.1_2022-08-19.consensus.fa	USA_CO_CDPHE_2103698072_2022_OP760541_1_2022_10_07	18	0	93	29749	2253,2383,5229,8379,8855,9445,10988,13404,16597,21100,21439,22292,22860,22908,26394,26978,27479,27490	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,29750,29751,29752,29753,29754,29755,29756,29757,29758,29759,29760,29761,29762,29763,29764,29765,29766,29767
.	USA_NY-CDC-QDX47920142_2023_OQ712658.1_2023-03-10.consensus.fa	USA_NY_CDC_QDX45593563_2023_OQ357086_1_2023_01_14	29	9	0	29723	718,1290,1415,3820,4183,11231,11914,13616,13827,14149,14368,17836,19211,20209,21398,21515,21720,21741,21929,21931,21932,22040,22131,22248,22508,22530,22595,26652,27984	21696,21697,21698,21699,21700,21701,21922,21923,21924
