true_haplotype	consensus	closest_true	snp_dist	gap_edge_corrected_dist
DI482023_1	node_2195.consensus.fa	.	1	0	0	15225	87	.
KF530262_1	KF530262.1.consensus.fa	.	0	0	0	15104	.	.
KJ672469_1	KJ672469.1.consensus.fa	.	1	0	0	15174	11535	.
KP856969_1	KP856969.1.consensus.fa	.	0	0	0	15081	.	.
KU316143_1	KU316143.1.consensus.fa	.	0	0	0	15170	.	.
KU950460_1	KU950460.1.consensus.fa	.	1	0	0	15124	15097	.
KU950541_1	KU950541.1.consensus.fa	.	2	1	0	15149	8710,11734	2294
MN365359_1	MN365359.1.consensus.fa	.	0	0	0	15225	.	.
MN365585_1	MN365585.1.consensus.fa	.	1	1	0	15215	9316	3187
OM857249_1	OM857249.1.consensus.fa	.	1	0	0	14959	14948	.
.	KU950646.1.consensus.fa	KU950541_1	7	2	11	15161	367,2305,3518,10420,11653,13077,13828	0,1,2,3,4,5,6,7,8,9,10,2304,3215
.	MN365415.1.consensus.fa	MN365585_1	21	1	37	15252	1675,4628,5279,6854,9234,9353,11877,12057,12105,12210,12348,12450,12516,12561,12668,12726,12918,12957,13484,14094,15227	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,3224
