true_haplotype	consensus	closest_true	snp_dist	gap_edge_corrected_dist
Denmark_DCGC_178074_2021_OW435631_1_2021_09_30	Denmark_DCGC-178074_2021_OW435631.1_2021-09-30.consensus.fa	.	0	0	0	29889	.	.
England_BRBR_3267CC75_2022_OX418253_1_2022_12_29	England_BRBR-3267CC75_2022_OX418253.1_2022-12-29.consensus.fa	.	4	3	0	29843	10002,21623,22295,25141	21966,21967,21968
England_LSPA_325A112E_2022_OX360151_1_2022_10_03	England_LSPA-325A112E_2022_OX360151.1_2022-10-03.consensus.fa	.	1	0	0	29843	17205	.
England_QEUH_9DE12D_2020_OA997664_1_2020_09_21	England_MILK-A47E27_2020_OA996449.1_2020-10-05.consensus.fa	.	1	0	0	29902	16535	.
FRA_IHUCOVID_040058_Nova1_2020_ON276083_1_2020_09_14	FRA_IHUCOVID-040058_Nova1_2020_ON276083.1_2020-09-14.consensus.fa	.	3	0	0	29701	28781,28782,28786	.
Germany_IMS_10013_CVDP_DEE74DF8_A297_4F44_BA12_8F5B305DC8E4_2022_OY103921_1_2022_11_24	Germany_IMS-10013-CVDP-DEE74DF8-A297-4F44-BA12-8F5B305DC8E4_2022_OY103921.1_2022-11-24.consensus.fa	.	2	0	0	29776	25114,25330	.
Germany_IMS_10201_CVDP_55AEE72C_EC85_4ED2_9471_B37DADF7A02F_2023_OY226666_1_2023_03_17	Germany_IMS-10201-CVDP-55AEE72C-EC85-4ED2-9471-B37DADF7A02F_2023_OY226666.1_2023-03-17.consensus.fa	.	1	3	0	29734	7632	21941,21942,21943
USA_2023CV2538_2023_OR589371_1_2023_09_12	USA_2023CV2538_2023_OR589371.1_2023-09-12.consensus.fa	.	0	0	0	29648	.	.
USA_CA_CZB_19251_2020_MW700731_1_2020_12_18	USA_CA-CZB-19251_2020_MW700731.1_2020-12-18.consensus.fa	.	1	0	0	29796	690	.
USA_IN_CDC_STM_VDTXZFAJA_2023_OQ295472_1_2023_01_11	USA_IN-CDC-STM-VDTXZFAJA_2023_OQ295472.1_2023-01-11.consensus.fa	.	1	0	0	29843	17322	.
.	England_PHEC-YY8UCFH_2022_OY316768.1_2022-12-14.consensus.fa	England_BRBR_3267CC75_2022_OX418253_1_2022_12_29	5	3	0	29843	10002,21623,22295,23231,27245	21966,21967,21968
.	Switzerland_280158_2020_LR882850.2_2020-09-09.consensus.fa	FRA_IHUCOVID_040058_Nova1_2020_ON276083_1_2020_09_14	4	0	100	29801	5054,5877,10788,28886	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,29802,29803,29804,29805,29806,29807,29808,29809,29810,29811,29812,29813,29814,29815,29816,29817,29818,29819,29820,29821,29822,29823,29824,29825,29826,29827,29828,29829,29830,29831,29832,29833,29834,29835,29836,29837,29838,29839,29840,29841,29842,29843,29844,29845,29846,29847,29848,29849,29850,29851,29852,29853,29854,29855,29856,29857,29858,29859,29860,29861,29862,29863,29864,29865,29866,29867,29868,29869,29870,29871,29872,29873,29874,29875,29876,29877,29878,29879,29880,29881,29882,29883,29884,29885,29886,29887,29888,29889,29890,29891,29892,29893,29894,29895,29896,29897,29898,29899,29900,29901,29902
