true_haplotype	consensus	closest_true	snp_dist	gap_edge_corrected_dist
Denmark_DCGC_627661_2022_OY813010_1_2022_12_18	Denmark_DCGC-627661_2022_OY813010.1_2022-12-18.consensus.fa	.	5	0	0	29872	8165,8371,20678,21319,21840	.
England_MILK_16491B4_2021_OU333555_1_2021_05_21	England_MILK-16491B4_2021_OU333555.1_2021-05-21.consensus.fa	.	4	0	0	29889	2527,7123,17678,18067	.
Germany_IMS_10116_CVDP_12D31C0F_3400_424B_B5AC_9992003E7B3E_2023_OY260718_1_2023_03_04	Germany_IMS-10116-CVDP-12D31C0F-3400-424B-B5AC-9992003E7B3E_2023_OY260718.1_2023-03-04.consensus.fa	.	3	0	0	29669	12,6558,21288	.
Switzerland_BE_ETHZ_500775_2021_OD999960_1_2021_02_17	Switzerland_BE-ETHZ-500775_2021_OD999960.1_2021-02-17.consensus.fa	.	0	0	0	29826	.	.
Switzerland_BE_SRO_500002_2797_2021_OU707463_1_2021_08_09	Switzerland_BE-SRO-500002_2797_2021_OU707463.1_2021-08-09.consensus.fa	.	4	0	0	29847	3004,3718,7394,8099	.
USA_CA_CDPH_500085612_2022_OQ586847_1_2022_10_13	USA_NJ-CDC-QDX43583298_2022_OP916304.1_2022-11-09.consensus.fa	.	5	0	25	29607	8346,12790,20241,20855,28311	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,29608,29609,29610,29611,29612,29613,29614,29615,29616,29617,29618,29619,29620,29621,29622,29623,29624,29625,29626,29627,29628,29629,29630,29631,29632,29633,29634,29635,29636,29637,29638,29639,29640,29641,29642,29643,29644,29645,29646,29647,29648,29649,29650,29651,29652,29653,29654,29655,29656,29657,29658,29659,29660,29661,29662,29663,29664,29665,29666,29667,29668,29669,29670,29671,29672,29673,29674,29675,29676,29677,29678,29679,29680,29681,29682,29683,29684,29685,29686,29687,29688,29689,29690,29691,29692,29693,29694,29695,29696,29697,29698,29699,29700,29701,29702,29703,29704,29705,29706,29707,29708,29709,29710,29711,29712,29713,29714,29715,29716,29717,29718,29719,29720,29721,29722,29723,29724,29725,29726,29727,29728,29729,29730,29731,29732,29733,29734,29735,29736,29737,29738,29739,29740,29741,29742,29743,29744,29745,29746,29747,29748,29749,29750,29751,29752,29753,29754,29755,29756,29757,29758,29759,29760,29761,29762,29763,29764,29765,29766,29767,29768
USA_IN_CDC_QDX82580510_2023_OR364152_1_2023_07_09	USA_IN-CDC-QDX82580510_2023_OR364152.1_2023-07-09.consensus.fa	.	2	26	0	29743	12671,29622	29650,29651,29652,29653,29654,29655,29656,29657,29658,29659,29660,29661,29662,29663,29664,29665,29666,29667,29668,29669,29670,29671,29672,29673,29674,29675
USA_MA_CDCBI_CRSP_2BQTTGTW4QAOHFDB_2021_OL819241_1_2021_11_30	USA_MA-CDCBI-CRSP_2BQTTGTW4QAOHFDB_2021_OL819241.1_2021-11-30.consensus.fa	.	4	0	0	29843	5661,6543,8325,9868	.
USA_NY_CDC_QDX84610990_2023_OR564721_1_2023_08_30	USA_NY-CDC-QDX84610990_2023_OR564721.1_2023-08-30.consensus.fa	.	2	0	0	29720	21004,24783	.
USA_OSPHL07385_2022_OP620996_1_2022_09_23	USA_OSPHL07385_2022_OP620996.1_2022-09-23.consensus.fa	.	2	26	0	29710	13109,24378	29658,29659,29660,29661,29662,29663,29664,29665,29666,29667,29668,29669,29670,29671,29672,29673,29674,29675,29676,29677,29678,29679,29680,29681,29682,29683
