true_haplotype	consensus	closest_true	snp_dist	gap_edge_corrected_dist
Denmark_DCGC_599763_2022_OY836217_1_2022_10_17	Denmark_DCGC-599763_2022_OY836217.1_2022-10-17.consensus.fa	.	6	0	0	29869	774,5370,5582,15449,18752,20312	.
England_MILK_344FEB3_2022_OV817379_1_2022_01_26	England_MILK-344FEB3_2022_OV817379.1_2022-01-26.consensus.fa	.	6	0	0	29866	1924,4779,4814,14444,14901,19795	.
Germany_Molecular_surveillance_of_SARS_CoV_2_in_Germany_2021_OV342561_1_2021_09_10	Germany_Molecular_surveillance_of_SARS-CoV-2_in_Germany_2021_OV342561.1_2021-09-10.consensus.fa	.	1	0	0	29872	3845	.
USA_CA_CDC_STM_XAH3WETJM_2022_OP911649_1_2022_11_14	USA_CA-CDC-STM-XAH3WETJM_2022_OP911649.1_2022-11-14.consensus.fa	.	6	0	0	29840	7434,7462,11751,26590,29669,29805	.
USA_CA_CHLA_PLM46323971_2020_MZ722413_1_2020_12_09	USA_CA-CHLA-PLM46323971_2020_MZ722413.1_2020-12-09.consensus.fa	.	5	0	0	29902	3031,3167,4820,14581,16382	.
USA_CO_CDPHE_2007061387_2020_OK659067_1_2020_07_06	USA_CO-CDPHE-2007061387_2020_OK659067.1_2020-07-06.consensus.fa	.	4	0	0	29781	9314,16519,19515,21548	.
USA_CO_CDPHE_41411769_2023_PP031687_1_2023_09_25	USA_CO-CDPHE-41411769_2023_PP031687.1_2023-09-25.consensus.fa	.	3	0	0	29705	21060,24458,29597	.
USA_FL_CDC_LC0637436_2022_ON608372_1_2022_05_12	USA_FL-CDC-LC0637436_2022_ON608372.1_2022-05-12.consensus.fa	.	9	0	0	29726	3685,9888,10570,11014,11958,12633,23715,24244,28303	.
USA_IL_CDC_QDX40817725_2022_OP411780_1_2022_08_28	USA_VA-CDC-QDX40869710_2022_OP416681.1_2022-08-29.consensus.fa	.	9	0	0	29717	3132,4118,4207,5179,7745,10097,14974,15979,21088	.
USA_WA_S20280_2022_ON660803_1_2022_05_20	USA_WA-S20280_2022_ON660803.1_2022-05-20.consensus.fa	.	12	0	0	29740	3811,5815,7403,7763,8023,8219,9876,11904,11920,17436,23703,27224	.
